鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[1093.990478515625, 522.9390258789062]","[1093.990478515625, 527.09716796875]","[1098.148681640625, 510.4645080566406]","[1056.5670166015625, 814.0103759765625]","[1077.35791015625, 489.6737060546875]","[1014.9854736328125, 502.148193359375]","[1048.250732421875, 531.2553100585938]","[1019.1436157226562, 460.5665588378906]","[981.7201538085938, 581.1532592773438]","[1048.250732421875, 423.1430969238281]","[927.6640625, 643.5256958007812]","[915.1895751953125, 660.1583862304688]","[931.8222045898438, 668.4746704101562]","[1027.4599609375, 714.2144775390625]","[1044.092529296875, 710.0563354492188]","[1052.408935546875, 826.48486328125]","[1073.19970703125, 830.6430053710938]"
"[1106.1463623046875, 534.4390258789062]","[1113.1649169921875, 530.9297485351562]","[1109.6556396484375, 520.40185546875]","[1057.0162353515625, 499.3460693359375]","[1085.090576171875, 506.36468505859375]","[1021.92333984375, 527.4204711914062]","[1060.5255126953125, 548.4762573242188]","[986.8303833007812, 604.6249389648438]","[1007.8861694335938, 618.6621704101562]","[1074.562744140625, 436.1787414550781]","[965.7745971679688, 695.8666381835938]","[930.681640625, 688.8480834960938]","[955.2467041015625, 706.39453125]","[1064.0347900390625, 702.88525390625]","[1074.562744140625, 709.90380859375]","[1060.5255126953125, 825.7105712890625]","[1060.5255126953125, 832.7291870117188]"
"[1113.9783935546875, 547.5146484375]","[1120.1929931640625, 538.1928100585938]","[1113.9783935546875, 535.0855102539062]","[1051.832763671875, 814.7409057617188]","[1089.1201171875, 522.6564331054688]","[1030.081787109375, 553.729248046875]","[1067.369140625, 569.265625]","[980.3652954101562, 634.5185546875]","[1026.9744873046875, 659.3768310546875]","[1011.4381103515625, 733.9515991210938]","[1011.4381103515625, 743.2734985351562]","[952.3997192382812, 718.4152221679688]","[980.3652954101562, 724.6298217773438]","[1079.79833984375, 721.5225219726562]","[1095.334716796875, 721.5225219726562]","[1045.6181640625, 827.1701049804688]","[1054.9400634765625, 833.3845825195312]"
"[1119.9222412109375, 552.9751586914062]","[1113.882080078125, 549.955078125]","[1119.9222412109375, 540.894775390625]","[1053.4803466796875, 803.6425170898438]","[1092.741455078125, 531.8345336914062]","[1044.4200439453125, 568.0756225585938]","[1071.600830078125, 583.176025390625]","[1020.2593994140625, 655.6581420898438]","[1056.5003662109375, 679.8189086914062]","[1044.4200439453125, 697.9393920898438]","[1068.580810546875, 761.3612670898438]","[965.8978271484375, 722.1001586914062]","[996.0986938476562, 734.1804809570312]","[1101.8017578125, 716.0599365234375]","[1110.862060546875, 719.0800170898438]","[1038.3798828125, 818.7429809570312]","[1047.440185546875, 821.7630004882812]"
"[1123.345947265625, 557.9703979492188]","[1120.10546875, 548.2492065429688]","[1123.345947265625, 545.0087890625]","[1071.4993896484375, 538.5280151367188]","[1100.6630859375, 538.5280151367188]","[1058.537841796875, 577.412841796875]","[1081.2205810546875, 593.6148681640625]","[1065.0185546875, 661.663330078125]","[1090.94189453125, 697.3078002929688]","[1090.94189453125, 710.2694702148438]","[1129.82666015625, 762.1159057617188]","[987.2489624023438, 736.1926879882812]","[1000.2105712890625, 755.6350708007812]","[1107.143798828125, 736.1926879882812]","[1120.10546875, 732.9522094726562]","[1032.614501953125, 813.9623413085938]","[1039.0953369140625, 826.9240112304688]"
"[1129.978759765625, 555.8587036132812]","[1136.0009765625, 543.814208984375]","[1126.9676513671875, 543.814208984375]","[1069.756591796875, 534.7808837890625]","[1105.889892578125, 537.7919921875]","[1063.7342529296875, 576.9364624023438]","[1081.801025390625, 588.9808959960938]","[1093.845458984375, 661.2476196289062]","[1117.934326171875, 682.325439453125]","[1123.95654296875, 694.369873046875]","[1175.1455078125, 736.5254516601562]","[991.4676513671875, 730.5032348632812]","[1006.523193359375, 742.5476684570312]","[1090.8343505859375, 712.4365844726562]","[1123.95654296875, 739.5365600585938]","[1024.58984375, 802.7699584960938]","[1039.6453857421875, 817.8255004882812]"
"[1141.9747314453125, 548.0474853515625]","[1141.9747314453125, 541.7147827148438]","[1138.808349609375, 535.3821411132812]","[1075.48193359375, 535.3821411132812]","[1113.477783203125, 535.3821411132812]","[1072.3155517578125, 576.5443725585938]","[1091.3134765625, 586.0433959960938]","[1122.976806640625, 655.7025146484375]","[1138.808349609375, 665.2014770507812]","[1164.1390380859375, 684.199462890625]","[1205.30126953125, 709.5300903320312]","[993.157470703125, 731.6943359375]","[1002.6564331054688, 741.1932983398438]","[1100.8125, 741.1932983398438]","[1122.976806640625, 753.8585815429688]","[1027.987060546875, 817.1851196289062]","[1034.3197021484375, 820.3514404296875]"
"[1150.263671875, 532.232177734375]","[1153.4859619140625, 503.23138427734375]","[1150.263671875, 519.3429565429688]","[1092.2620849609375, 512.8983154296875]","[1130.9298095703125, 512.8983154296875]","[1079.372802734375, 558.0106811523438]","[1101.928955078125, 567.6775512695312]","[1140.5966796875, 625.6791381835938]","[1163.15283203125, 635.3460693359375]","[1192.153564453125, 648.2352905273438]","[1230.8212890625, 661.1245727539062]","[998.815185546875, 703.0145263671875]","[1008.4821166992188, 709.4591674804688]","[1101.928955078125, 741.6821899414062]","[1121.2628173828125, 748.1268920898438]","[1024.5936279296875, 806.1283569335938]","[1034.260498046875, 815.7953491210938]"
"[1166.478515625, 514.6113891601562]","[1173.37158203125, 500.8253173828125]","[1163.031982421875, 504.2718505859375]","[1107.8878173828125, 500.8253173828125]","[1138.906494140625, 504.2718505859375]","[1097.54833984375, 542.1834106445312]","[1118.2274169921875, 555.969482421875]","[1166.478515625, 611.1136474609375]","[1180.2646484375, 618.0066528320312]","[1228.515625, 614.5601196289062]","[1245.748291015625, 621.4531860351562]","[1004.4926147460938, 683.4903564453125]","[1028.6181640625, 693.8298950195312]","[1107.8878173828125, 742.0809936523438]","[1121.673828125, 752.4205322265625]","[1021.7251586914062, 811.0111694335938]","[1028.6181640625, 821.3507690429688]"
"[1153.7073974609375, 497.184814453125]","[1160.873291015625, 490.01898193359375]","[1150.12451171875, 486.43603515625]","[1107.1295166015625, 479.27020263671875]","[1128.626953125, 482.8531188964844]","[1085.6319580078125, 518.6823120117188]","[1107.1295166015625, 533.0139770507812]","[1142.958740234375, 568.8432006835938]","[1168.0390625, 590.3406372070312]","[1211.0341796875, 572.4260864257812]","[1232.5316162109375, 586.7577514648438]","[988.8932495117188, 661.9990844726562]","[1017.5565795898438, 669.1648559570312]","[1074.8831787109375, 740.8232421875]","[1096.3807373046875, 747.9890747070312]","[996.05908203125, 808.898681640625]","[1013.9736938476562, 823.2304077148438]"
